130,198,222,313
220,206,322,326
343,202,414,307
444,197,536,321
541,208,628,317
200,323,297,457
322,323,430,492
435,338,543,476
557,328,672,473
45,196,129,308
635,219,738,312
692,69,785,152
556,81,628,146
478,56,547,135
334,75,397,134
230,66,295,132
128,66,190,128
48,78,121,132
